start	end	text
4770000	4773000	So I would like to go down that rabbit hole.
4773000	4775000	You staff disinformation agent.
4775000	4777000	I think Doty was AFSOI, right?
4777000	4779000	Maybe I targeted Benowitz.
4779000	4780000	Yes.
4780000	4781000	Crazy committed suicide.
4781000	4782000	Yes.
4782000	4787000	These are all great points for anybody kind of looking into Doty.
4787000	4789000	Why all the hate on Greer?
4789000	4794000	I think people just have very hot and cold opinions on Greer.
4794000	4799000	I don't think that as that's much hate as it is people being rightfully critical of Greer.
4799000	4804000	Now, people are often very critical of Greer and I support that, but I also preach time and time again.
4804000	4813000	It's also important to give Greer credit where credit is due because Greer has done incredible work in the field of ufology would not be where it is today without Greer.
4813000	4815000	Absolutely not.
4815000	4817000	Hey, Towney 3057.
4817000	4819000	Thank you for the Australian 30 bucks.
4819000	4820000	I really appreciate that, man.
4820000	4822000	Thank you so much for tuning in.
4822000	4824000	Thank you very much.
4824000	4828000	Other than personal opinions, what's the deal about Greer?
4828000	4840000	This is just kind of what we discussed earlier that with a lot of witnesses, he will kind of make their story his own as kind of I saw firsthand and kind of make himself the center of everything in his event today.
4840000	4852000	He practices terrible operational security stating that he cares for the sanctity of whistleblowers and their anonymity, but he violates OPSEC horrifically in the worst way I have ever seen with TV.
4852000	4863000	I grappled with even publishing that his account for so long with TV because I knew that anybody could just hop on the DPI archive and find a name associated with it within seconds.
4863000	4871000	But Greer violates OPSEC and I just don't think he does enough work to vet all of the people who contact him.
4871000	4877000	I think anybody who kind of contacts him, if there's a story there, he just throws it into the witness list, right?
4877000	4885000	Because there's in the witness list, I think it's just stuff for quantity over quality because there's so many names in that that are just like point of contact to other witnesses.
4885000	4887000	And that stuff should just be used for internal use, right?
4887000	4893000	Like there's no need for the average researcher like me to get any value out of witness.
4893000	4899000	This isn't an actual number, but 11067 who is a point of contact to other points of contact.
4899000	4902000	There's nothing of value there.
4902000	4904000	Flying Lotus, thank you so much, dude.
4904000	4905000	I appreciate that.
4905000	4908000	I think coming up Flying Lotus and I are going to play some Black Ops as it comes out.
4908000	4914000	If anybody else wants to play some Black Ops with us, we'll do it in the Discord and that should be a ton of fun.
4914000	4915000	A ton of fun.
4915000	4921000	Faking CE5 stuff, I've seen nothing about the CE5, so I really don't kind of know anything about that.
4921000	4927000	But I do struggle with the images he posts that are supposedly CE5 stuff.
4927000	4930000	It's just kind of lights.
4930000	4937000	And as we saw with the saucer photo that was taken from a Chile case that as far as we know, Greer is not associated with that case.
4937000	4939000	And again, I just want to say this again.
4939000	4944000	I know I'm being very critical of Greer, but I could also spend an equal amount of time celebrating the great work he's done.
4944000	4950000	I'm just going to shout out again the interview he did with Jonathan Wagan, which is a wonderful piece.
4950000	4953000	And you can read the actual written description in the DPI archive.
4953000	4963000	In the 2001 disclosure briefing document, he also provides his estimate on the Black Operation situation in terms of how this program operates quasi-nationally,
4963000	4974000	basically performs off the books, has almost mastered extraterrestrial technology, commands ARVs and so forth.
4974000	4975000	Excellent piece.
4975000	4984000	I do need to state that Greer did in fact, maybe it's not necessarily a brief, but did speak to Admiral Thomas Wilson amongst others about UFOs in 97.
4984000	4986000	That is true.
4986000	4989000	That dude, you are that dude telekinesis beats.
4989000	4990000	Thank you very much.
4990000	4991000	Philip Corso is the smoking gun.
4991000	4993000	Philip Corso is excellent.
4993000	5003000	I have talked to an individual who the same they know some like inside stuff and corporations and they have recommended Corso, a lot of Corso's work.
5003000	5005000	So that's really interesting.
5005000	5008000	Greer has helped to further bring attention to UAP UFO, USO.
5008000	5011000	So in some aspects, he did some good for the topic, but it's a double edged sword.
